"Reference ID","Box Number","Site Name","Street","City","County","Program","Latitude","Longitude","All Programs for Site","Covenant"
"5373","2011BAZ6565","TULLAMORE-POST FALLS HWY DIST","PRAIRIE AVE GRAVEL PIT","POST FALLS","Kootenai","General Remediation","47.74371","-116.903801","General Remediation",""
"27497","2013BAZ147","TURNER BAY RESORT","28120 HWY 97","HARRISON","Kootenai","General Remediation","47.574981","-116.781856","General Remediation",""
"14429","2012BAZ6","TWIN FALLS GUN CLUB","230 FEDERATION RD","TWIN FALLS","Twin Falls","General Remediation","42.6","-114.483","General Remediation",""
"9727","2011BAZ6600","TWIN LAKES TRADING POST","4800 W VILLAGE  BLVD","RATHDRUM","Kootenai","General Remediation","47.867662","-116.85074","General Remediation, Underground Storage Tanks",""
"5396","2011BAZ6612","TYSON FRESH MEATS INC","18300 S COLE RD","KUNA","Ada","General Remediation","43.435544","-116.27182","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks","yes"
"7628","2011BAZ6619","U HAUL CO INLAND NORTHWEST","750 W APPLEWAY","COEUR D ALENE","Kootenai","General Remediation","47.70058","-116.799","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"27495","2013BAZ149","UNION PACIFIC RR ABANDONMENT CDA INDUSTRIAL LEAD","MP 7.5 - 8.68","COEUR D ALENE","Kootenai","General Remediation","47.687903","-116.797614","General Remediation",""
"27397","2013BAZ247","UNION PACIFIC RR COLBURN SOYBEAN SPILL","RR MP 85.25","COLBURN","Bonner","General Remediation","48.411097","-116.483525","General Remediation",""
"5418","2011BAZ6654","UNION PACIFIC RR DIESEL RELEASE OF 2-22-93","NR MEYER RD N OF POST FALLS","POST FALLS","Kootenai","General Remediation","","","General Remediation",""
"5420","2011BAZ6659","UNION PACIFIC RR KELLOGG","HILL ST & RAILROAD AVE","KELLOGG","Shoshone","General Remediation","47.537643","-116.126846","General Remediation, RCRA Hazardous Waste Site",""
"112792","2015BAZ53","UNION PACIFIC RR MAINTENANCE BLDG SPENCER","MAIN ST","SPENCER","Clark","General Remediation","44.35914","-112.1843","General Remediation",""
"28586","2013BAZ332","UNION PACIFIC RR MEADOW CREEK RELEASE","MOYIE RIVER RD","BONNERS FERRY","Boundary","General Remediation","48.817956","-116.153322","General Remediation",""
"14369","2012BAZ431","UNION PACIFIC RR NAMPA 3","1ST ST S & 22ND AVE S","NAMPA","Ada","General Remediation","43.570472","-116.547011","General Remediation","yes"
"27396","2013BAZ248","UNION PACIFIC RR PARCEL J","5TH AVE","SANDPOINT","Bonner","General Remediation","48.277722","-116.554008","General Remediation",""
"14339","2012BAZ404","UNION PACIFIC RR ST ANTHONY SECTION MP 36.8","60 E 6TH S","ST ANTHONY","Fremont","General Remediation","43.961","-111.681","General Remediation",""
"7636","2011BAZ6645","UNION PACIFIC RR (UPRR) CHEVRON","324 3RD ST","BONNERS FERRY","Boundary","General Remediation","48.69565","-116.31531","General Remediation, Underground Storage Tanks","yes"
"9736","2011BAZ6646","UNION PACIFIC RR (UPRR) EASTPORT STATION","HWY 95 N","EASTPORT","Boundary","General Remediation","49.00048","-116.18242","General Remediation, Underground Storage Tanks",""
"27602","2013BAZ42","UNION PACIFIC RR (UPRR) POLLAS BULK PLANT","130 2ND ST","MULLAN","Shoshone","General Remediation","47.468783","-115.800815","General Remediation","yes"
"5441","2011BAZ6687","UNITED OIL (BONICO)","2309 FRANKLIN RD","CALDWELL","Canyon","General Remediation","43.6632","-116.670148","General Remediation",""
"5442","2011BAZ6691","UNITED OIL KEYLOCK PUMP","1800 KIMBERLY RD","TWIN FALLS","Twin Falls","General Remediation","42.548578","-114.450269","General Remediation, Underground Storage Tanks",""
"5393","2011BAZ6597","UNITED OIL TWIN FALLS(KIMBERLY RD)","1992 KIMBERLY RD","TWIN FALLS","Twin Falls","General Remediation","42.548143","-114.445671","General Remediation, RCRA Hazardous Waste Site",""
"28574","2013BAZ344","UNITED OIL TWIN FALLS(MAXWELL AVE)","219 MAXWELL AVE","TWIN FALLS","Twin Falls","General Remediation","42.55063","-114.47366","General Remediation",""
"5463","2011BAZ6724","UNIVAR USA INC (BOISE MALL)","138 N MILWAUKEE AVE","BOISE","Ada","General Remediation","43.606","-116.279","General Remediation, RCRA Hazardous Waste Site",""
"5464","2011BAZ6725","UNIVAR USA INC NAMPA","1804 N 20TH ST","NAMPA","CANYON","General Remediation","43.600875","-116.544589","General Remediation, RCRA Hazardous Waste Site",""
"110382","2014BAZ13","URM WHOLESALE GROCERS LEWISTON","1846 G ST","LEWISTON","Nez Perce","General Remediation","46.41484","-117.00476","General Remediation",""
"7650","2011BAZ6742","US AFB MOUNTAIN HOME","1100 LIBERATOR ST or 1050 DESERT ST 366 CES/CEVP POL YARD","MOUNTAIN HOME","Elmore","General Remediation","43.05577","-115.86616","Formerly Used Defense Sites (FUDS), General Remediation, Installation Restoration, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Solid Waste, Underground Storage Tanks",""
"7650","2011BAZ6742","US AFB MOUNTAIN HOME","1100 LIBERATOR ST or 1050 DESERT ST 366 CES/CEVP POL YARD","MOUNTAIN HOME","Elmore","General Remediation","43.05577","-115.86616","Formerly Used Defense Sites (FUDS), General Remediation, Installation Restoration, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Solid Waste, Underground Storage Tanks",""
"7650","2011BAZ6742","US AFB MOUNTAIN HOME","1100 LIBERATOR ST or 1050 DESERT ST 366 CES/CEVP POL YARD","MOUNTAIN HOME","Elmore","General Remediation","43.05577","-115.86616","Formerly Used Defense Sites (FUDS), General Remediation, Installation Restoration, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Solid Waste, Underground Storage Tanks",""
"7650","2011BAZ6742","US AFB MOUNTAIN HOME","1100 LIBERATOR ST or 1050 DESERT ST 366 CES/CEVP POL YARD","MOUNTAIN HOME","Elmore","General Remediation","43.05577","-115.86616","Formerly Used Defense Sites (FUDS), General Remediation, Installation Restoration, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Solid Waste, Underground Storage Tanks",""
"7650","2011BAZ6742","US AFB MOUNTAIN HOME","1100 LIBERATOR ST or 1050 DESERT ST 366 CES/CEVP POL YARD","MOUNTAIN HOME","Elmore","General Remediation","43.05577","-115.86616","Formerly Used Defense Sites (FUDS), General Remediation, Installation Restoration, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Solid Waste, Underground Storage Tanks",""
"5514","2011BAZ6807","US DA FS IDAHO PANHANDLE NF BIG CREEK BRIDGE","FS RD 2354","KELLOGG","Shoshone","General Remediation","","","General Remediation, RCRA Hazardous Waste Site",""
"7667","2011BAZ6811","US DA FS IDAHO PANHANDLE NF FERNAN RS","FS RD 268 4.4 MI E OF FOREST (2502 E SHERMAN AVE)","COEUR D ALENE","Kootenai","General Remediation","47.67298","-116.74982","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"9772","2011BAZ6815","US DA FS IDAHO PANHANDLE NF RED IVES WORK CENTER","FS RD 218","AVERY","Shoshone","General Remediation","47.05651","-115.35141","General Remediation, Underground Storage Tanks",""
"9774","2011BAZ6817","US DA FS IDAHO PANHANDLE NF SANDPOINT WORK CENTER & FIRE CPD","1500 HWY 2","SANDPOINT","Bonner","General Remediation","48.26677","-116.57302","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"9774","2011BAZ6817","US DA FS IDAHO PANHANDLE NF SANDPOINT WORK CENTER & FIRE CPD","1500 HWY 2","SANDPOINT","Bonner","General Remediation","48.26677","-116.57302","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"7669","2011BAZ6818","US DA FS IDAHO PANHANDLE NF SHOSHONE WK CTR","FS RD 208","KINGSTON","Shoshone","General Remediation","47.70568","-115.97285","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"9777","2011BAZ6832","US DA FS NEZ PERCE NF RED RIVER RANGER STATION","RED RIVER-DIXIE FS RD NO 222 (ALSO 416 USFS DR) (3 MI SE OF DIXIE)","DIXIE","Idaho","General Remediation","45.70932","-115.34435","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"7685","2011BAZ6886","US DOD AF ID AIR NATIONAL GUARD","3787 W AERONCA (GOWEN FIELD BLDG NO 553)","BOISE","Ada","General Remediation","43.559464","-116.22826","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"5560","2011BAZ6902","US DOD ARMY RESERVE MCCARTER","1601 W WYOMING AVE","HAYDEN","Kootenai","General Remediation","47.773525","-116.807624","General Remediation, RCRA Hazardous Waste Site",""
"5562","2011BAZ6904","US DOD IDAHO ARMY NATIONAL GUARD","4040 GUARD ST","BOISE","ADA","General Remediation","43.557374","-116.231748","General Remediation, RCRA Hazardous Waste Site",""
"7879","2011BAZ6923","US DOE IDAHO NATIONAL LABORATORY","IDAHO NATIONAL LAB RESERVATION","SCOVILLE","Butte","General Remediation","43.53493","-112.940429","Formerly Used Defense Sites (FUDS), General Remediation, Leaking Underground Storage Tanks, National Priorities List (NPL), RCRA Hazardous Waste Site, Solid Waste, Underground Storage Tanks",""
"7879","2011BAZ6923","US DOE IDAHO NATIONAL LABORATORY","IDAHO NATIONAL LAB RESERVATION","SCOVILLE","Butte","General Remediation","43.53493","-112.940429","Formerly Used Defense Sites (FUDS), General Remediation, Leaking Underground Storage Tanks, National Priorities List (NPL), RCRA Hazardous Waste Site, Solid Waste, Underground Storage Tanks",""
"7879","2011BAZ6923","US DOE IDAHO NATIONAL LABORATORY","IDAHO NATIONAL LAB RESERVATION","SCOVILLE","Butte","General Remediation","43.53493","-112.940429","Formerly Used Defense Sites (FUDS), General Remediation, Leaking Underground Storage Tanks, National Priorities List (NPL), RCRA Hazardous Waste Site, Solid Waste, Underground Storage Tanks",""
"7879","2011BAZ6923","US DOE IDAHO NATIONAL LABORATORY","IDAHO NATIONAL LAB RESERVATION","SCOVILLE","Butte","General Remediation","43.53493","-112.940429","Formerly Used Defense Sites (FUDS), General Remediation, Leaking Underground Storage Tanks, National Priorities List (NPL), RCRA Hazardous Waste Site, Solid Waste, Underground Storage Tanks",""
"7879","2011BAZ6923","US DOE IDAHO NATIONAL LABORATORY","IDAHO NATIONAL LAB RESERVATION","SCOVILLE","Butte","General Remediation","43.53493","-112.940429","Formerly Used Defense Sites (FUDS), General Remediation, Leaking Underground Storage Tanks, National Priorities List (NPL), RCRA Hazardous Waste Site, Solid Waste, Underground Storage Tanks",""
"110345","2013BAZ446","US DOI BLM BEAR TRAP CAVE","","","Blaine","General Remediation","42.98382","-113.351719","General Remediation",""
"110389","2014BAZ2","US DOI BLM BRUNEAU JASPER MINE","","GRASMERE","Owyhee","General Remediation","42.346521","-115.635834","General Remediation",""
"110378","2014BAZ1","US DOI BLM COWCATCHER RIDGE PLANE CRASH","","HAILEY","Blaine","General Remediation","43.498101","-114.250698","General Remediation",""
"110344","2013BAZ445","US DOI BLM DEAN SITE","","","Twin Falls","General Remediation","42.097917","-114.895788","General Remediation",""
"110344","2013BAZ445","US DOI BLM DEAN SITE","","","Twin Falls","General Remediation","42.097917","-114.895788","General Remediation",""
"110400","2014BAZ3","US DOI BLM GOOSE CREEK RESERVIOR","","OAKLEY","Cassia","General Remediation","42.192693","-113.923047","General Remediation",""
"14288","2012BAZ358","US DOI BLM J R SIMPLOT CO DBA BATTLE CREEK ANTHILL PUMPHOUSE","0.8 MI NW OF MUD FLAT RD","MURHPY","Owyhee","General Remediation","42.715211","-116.48833","General Remediation, RCRA Hazardous Waste Site",""
"186073","2016BAZ55","US DOT FAA ARSR GARAGE SAWTELLE","SAWTELLE RD","ISLAND PARK","Fremont","General Remediation","44.534244","-111.414961","General Remediation",""
"3436","2011BAZ2127","US DOT FAA ARSR SHOP CASCADE","CARBARTON RD ON SNOW BANK MOUNTAIN","CASCADE","Valley","General Remediation","44.41021","-116.08057","General Remediation","yes"
"28605","2013BAZ313","USED CAR LOT","301 5TH ST","WALLACE","Shoshone","General Remediation","47.47312","-115.925214","General Remediation",""
"5659","2011BAZ7029","US EPA ALLEY FUELS OIL SPILL RESPONSE","17 TIMBER LN","GARDEN VALLEY","Boise","General Remediation","44.106108","-115.990615","General Remediation, RCRA Hazardous Waste Site",""
"5671","2011BAZ7042","US EPA HOBSON TRUST [FRANKES CLEANERS]","406 MAIN ST","CALDWELL","Canyon","General Remediation","43.669074","-116.691320","General Remediation, RCRA Hazardous Waste Site",""
"125418","2015BAZ196","US EPA POST FALLS MERCURY SITE","614 E 5TH AVE","POST FALLS","Kootenai","General Remediation","47.711846","-116.939503","General Remediation, RCRA Hazardous Waste Site",""
"111492","2014BAZ115","USF REDDAWAY","I84 EB EXIT RAMP 254 (9 MI S OF MALTA)","MALTA","Cassia","General Remediation","42.240384","-113.089892","General Remediation",""
"14407","2012BAZ466","US HWY 95 DIESEL SPILL (LEWISTON)","US HWY 95 AND US HWY 12","LEWISTON","Nez Perce","General Remediation","46.431","-116.995","General Remediation",""
"9809","2011BAZ7067","US NAV SURFACE WARFARE CENTER","33964 N MAIN AVE","BAYVIEW","Kootenai","General Remediation","47.98059","-116.55971","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"14352","2012BAZ416","US POSTAL SERVICE (MACKAY)","110 N MAIN","MACKAY","Custer","General Remediation","43.915","-113.612","General Remediation",""
"107663","2013BAZ380","USPS FAIRFIELD","518 SOLDIER RD","FAIRFIELD","Camas","General Remediation","43.3464","-114.791707","General Remediation",""
"107668","2013BAZ379","USPS HAZELTON","360 MAIN ST","HAZELTON","Jerome","General Remediation","42.595908","-114.134769","General Remediation",""
"107674","2013BAZ381","USPS OAKLEY","130 W MAIN ST","OAKLEY","Cassia","General Remediation","42.24298","-113.88253","General Remediation",""
"27488","2013BAZ156","VALLEY CO-OP BUHL CENEX AST","BURLEY AVE AND MOONGLO RD","BUHL","Twin Falls","General Remediation","42.592583","-114.761597","General Remediation","yes"
"9827","2011BAZ7139","VALLEY COUNTRY STORE","11 HWY 26 E","SHOSHONE","Lincoln","General Remediation","42.93624","-114.40146","General Remediation, Underground Storage Tanks",""
"9838","2011BAZ7182","VERIZON MOSCOW GARAGE","122 W E ST","MOSCOW","Latah","General Remediation","46.7388","-117.00199","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"27399","2013BAZ245","VIEW CAFE","HWY 95","SANDPOINT","Bonner","General Remediation","48.116653","-116.613353","General Remediation",""
"9841","2011BAZ7190","VIGORO FARM MARKET INC IDAHO FALLS","3755 ST LEON RD","IDAHO FALLS","Bonneville","General Remediation","43.52925","-112.00385","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"9844","2011BAZ7198","VINSON TIMBER CO","HWY 200","KOOTENAI","Bonner","General Remediation","48.308318","-116.518893","General Remediation, Underground Storage Tanks",""
"27407","2013BAZ237","VIRGIL SEMPLE","202 JACKSON","PRIEST RIVER","Bonner","General Remediation","48.181972","-116.91425","General Remediation",""
"5742","2011BAZ7202","VISTA MANAGEMENT","1219 N 2ND ST","COEUR D ALENE","Kootenai","General Remediation","47.687011","-116.783562","General Remediation",""
"5745","2011BAZ7209","VOPAK USA INC PINEHURST","CALIFORNIA AVE & 6TH ST","PINEHURST","Shoshone","General Remediation","47.53758","-116.242546","General Remediation, RCRA Hazardous Waste Site",""
"27626","2013BAZ18","WALGREENS STORE NO 13105","184 W HWY 52","EMMETT","Gem","General Remediation","43.861619","-116.500919","General Remediation","yes"
"7771","2011BAZ7263","WALLACE SD NO 393 BUS BARN","410 HOTEL ST","WALLACE","Shoshone","General Remediation","47.47097","-115.92292","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"5771","2011BAZ7244","WAL MART SUPERCENTER 3897","252 CHENEY DR W","TWIN FALLS","Twin Falls","General Remediation","42.589209","-114.483927","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"5784","2011BAZ7280","WARRIOR OF IDAHO LLC","AIRPORT AVE & WAREHOUSE RD","CALDWELL","Canyon","General Remediation","43.668155","-116.704451","Different, Other, General Remediation, RCRA Hazardous Waste Site",""
"27454","2013BAZ191","WASHINGTON ELEMENTARY","420 S BOYER","SANDPOINT","Bonner","General Remediation","48.268211","-116.557747","General Remediation",""
"7778","2011BAZ7290","WASHINGTON WATER POWER CO","510 BEST AVE","COEUR D ALENE","Kootenai","General Remediation","47.70052","-116.77898","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"14354","2012BAZ418","WATERS DAIRY","17396 ELBOW LN","CALDWELL","Canyon","General Remediation","43.504250","-116.741733","General Remediation",""
"27421","2013BAZ223","WAYNE NOBLE","5975 HWY 95 N","SANDPOINT","Bonner","General Remediation","48.328119","-116.547308","General Remediation",""
"111773","2014BAZ127","WEISER AIR SERVICE PARMA CRASH SITE","SAND RD","PARMA","Canyon","General Remediation","43.772256","-116.930483","General Remediation",""
"5805","2011BAZ7326","WELCO OF IDAHO INC","OLD HWY 2","NAPLES","Boundary","General Remediation","48.575012","-116.391424","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"27494","2013BAZ150","WELLS FARGO BANK","504 E SHERMAN AVE","COEUR D ALENE","Kootenai","General Remediation","47.673378","-116.779525","General Remediation",""
"5808","2011BAZ7334","WELLS FARGO PROPERTY","305 5TH ST","WALLACE","Shoshone","General Remediation","47.473195","-115.925394","General Remediation",""
"14365","2012BAZ428","WEST BOISE SEWER VAULT TANK (ALLUMBAUGH)","1410 ALLUMBAUGH","BOISE","Ada","General Remediation","43.617877","-116.26571","General Remediation",""
"14366","2012BAZ429","WEST BOISE SEWER VAULT TANK (BOBRAN)","8137 BOBRAN","BOISE","Ada","General Remediation","43.595632","-116.282253","General Remediation",""
"14368","2012BAZ430","WEST BOISE SEWER VAULT TANK (USTICK)","7902 USTICK","BOISE","Ada","General Remediation","43.633935","-116.280432","General Remediation",""
"13981","2011BAZ7378","WESTERN FARM SERVICE INC KIMBERLY HWY 30","603 W HWY 30","KIMBERLEY","Twin Falls","General Remediation","42.535556","-114.358953","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"5832","2011BAZ7370","WESTERN FARM SERVICE MOUNTAIN HOME 5021","DANIELS RD & HWY 30","MOUNTAIN HOME","Elmore","General Remediation","43.121715","-115.686454","General Remediation",""
"5846","2011BAZ7390","WESTERN FARM SERVICE PAUL","E IDAHO ST","PAUL","Minidoka","General Remediation","42.608269","-113.770882","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"9882","2011BAZ7392","WESTERN FARM SERVICE RUPERT","200 W 75 S (INDUSTRIAL PARK)","RUPERT","Minidoka","General Remediation","42.60919","-113.70524","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks",""
"5858","2011BAZ7408","WESTERN STATES ASPHALT INC","4303 S GEKELER LN","BOISE","Ada","General Remediation","43.56395","-116.188678","General Remediation, RCRA Hazardous Waste Site",""
"14384","2012BAZ445","WEST FARM FOODS","520 ALBANY ST","CALDWELL","Canyon","General Remediation","43.669","-116.689","General Remediation",""
"27452","2013BAZ193","WHITE HOUSE","228 S DIVISION","SANDPOINT","Bonner","General Remediation","48.270894","-116.5684","General Remediation, Underground Storage Tanks",""
"107673","2013BAZ424","WIEDMEYER EXPRESS INC","US HWY 93 MP 34","HOLLISTER","Twin Falls","General Remediation","42.462739","-114.574547","General Remediation",""
"5887","2011BAZ7471","WILEY LISA","RESIDENCE","EMIDA","Benewah","General Remediation","","","General Remediation",""
"125485","2016BAZ23","WINCO FOODS","204 E MYTLE ST","BOISE","Ada","General Remediation","43.608161","-116.196186","General Remediation",""
"112627","2014BAZ184","WOLF ONE FARMS","HWY 26 MP 144 AND S 1300 E","BLISS","Gooding","General Remediation","42.92368","-114.831174","General Remediation",""
"5900","2011BAZ7499","WONDERFUL MEMORIES DAY CARE","14653 AIRBASE RD","MOUNTAIN HOME","Elmore","General Remediation","43.08134","-115.85544","General Remediation",""
"186072","2016BAZ54","WOODYS AUTOMOTIVE CENTER","515 E ANDERSON ST","IDAHO FALLS","Bonneville","General Remediation","43.511922","-112.023243","General Remediation",""
"8142","2011BAZ995","WORLEY COOPERATIVE SUPPLY","9821 F ST","WORLEY","Kootenai","General Remediation","47.40096","-116.91949","General Remediation",""
"28644","2013BAZ273","WORLEY HWY DIST (B ST)","9720 W B ST","WORLEY","Kootenai","General Remediation","47.400608","-116.917867","General Remediation",""
"186043","2016BAZ29","WRIGHT OIL AND TIRE","521 E ANDERSON ST","IDAHO FALLS","Bonneville","General Remediation","43.511653","-112.023036","General Remediation",""
"13991","2011BAZ7583","WRIGHT OIL & TIRE CO","895 NE MAIN","BLACKFOOT","Bingham","General Remediation","43.194958","-112.336769","General Remediation, RCRA Hazardous Waste Site","yes"
"7837","2011BAZ7518","WW TREATMENT FACILITY (PRIEST RIVER)","500 WISCONSIN ST","PRIEST RIVER","Bonner","General Remediation","48.17791","-116.90891","General Remediation, Leaking Underground Storage Tanks, Underground Storage Tanks",""
"13988","2011BAZ7521","WW TREATMENT PLANT","1720 W SELTICE WAY","POST FALLS","Kootenai","General Remediation","47.713","-116.974","General Remediation, Underground Storage Tanks",""
"27492","2013BAZ152","YELLOWSTONE PIPELINE CEDAR CREEK RELEASE","I -90 4TH OF JULY PASS","COEUR D ALENE","Kootenai","General Remediation","47.622428","-116.530128","General Remediation",""
"27490","2013BAZ154","YELLOWSTONE PIPELINE PRICHARD RELEASE","PRICHARD CREEK RD","MURRAY","Shoshone","General Remediation","47.622986","-115.846881","General Remediation",""
