"Reference ID","Box Number","Site Name","Street","City","County","Program","Latitude","Longitude","All Programs for Site","Covenant","Underground Storage Tanks"
"7921","2011BAZ196","ALBERT T WADA INC","337 S 1400 W","PINGREE","Bingham","Underground Storage Tanks","43.14864","-112.57412","Underground Storage Tanks","","Underground Storage Tanks"
"2498","2011BAZ217","ALBION COUNTRY STORE","262 MAIN","ALBION","Cassia","Underground Storage Tanks","42.41204","-113.57826","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"2499","2011BAZ218","ALBION HIGHWAY DIST","MAIN & MARKET ST","ALBION","Cassia","Underground Storage Tanks","42.4119","-113.57811","Underground Storage Tanks","","Underground Storage Tanks"
"2493","2011BAZ190","AL CATTLE INC","4622 HILLVIEW RD","EMMETT","Gem","Underground Storage Tanks","43.92252","-116.58532","Underground Storage Tanks","","Underground Storage Tanks"
"2618","2011BAZ226","ALEXANDER CONSTRUCTION","1464 COTTAGE","POCATELLO","Bannock","Underground Storage Tanks","42.901485","-112.482781","Underground Storage Tanks","","Underground Storage Tanks"
"2500","2011BAZ224","ALEX D CREEK","320 1ST ST","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.49682","-112.02825","Underground Storage Tanks","","Underground Storage Tanks"
"7933","2011BAZ228","ALGOMA MINI MART","468215 HWY 95 S","SAGLE","Bonner","Underground Storage Tanks","48.19642","-116.57254","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"2620","2011BAZ229","ALICE HALL/MARSHALLS AUTO","865 D ST","LEWISTON","Nez Perce","Underground Storage Tanks","46.420692","-117.021235","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"2627","2011BAZ237","ALLEN B GRAYSON","540 THAIN RD","LEWISTON","Nez Perce","Underground Storage Tanks","46.374601","-116.967544","Underground Storage Tanks","","Underground Storage Tanks"
"2502","2011BAZ238","ALLEN FARMS","3378 S PLEASANT VALLEY RD","AMERICAN FALLS","Power","Underground Storage Tanks","42.790669","-112.959736","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"13819","2011BAZ240","ALLEN NOBLE FARMS INC","15501 STAGECOACH RD","NAMPA","Canyon","Underground Storage Tanks","43.477","-116.703","Underground Storage Tanks","","Underground Storage Tanks"
"2503","2011BAZ241","ALLEN NOBLE FARMS INC","4.5 MI W OF 1200 M","NAMPA","Canyon","Underground Storage Tanks","43.47708","-116.70253","Underground Storage Tanks","","Underground Storage Tanks"
"13821","2011BAZ242","ALLEN NOBLE FARMS INC","CORNER OF ROSS & SKYLINE DR","NAMPA","Canyon","Underground Storage Tanks","43.476","-116.703","Underground Storage Tanks","","Underground Storage Tanks"
"2505","2011BAZ244","ALLIED SEED COOPERATIVE INC","1917 E FARGO AVE","NAMPA","Canyon","Underground Storage Tanks","43.601384","-116.547505","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"2501","2011BAZ234","ALL SEASON SPORTS","160 W MAIN","REXBURG","Madison","Underground Storage Tanks","43.82629","-111.78877","Underground Storage Tanks","","Underground Storage Tanks"
"2626","2011BAZ236","ALL -TRAM TRANSMISSIONS","3058 POLELINE RD","POCATELLO","Bannock","Underground Storage Tanks","42.889871","-112.465662","Underground Storage Tanks","","Underground Storage Tanks"
"2506","2011BAZ245","ALMO (TRACY) STORE","3001 ELBA ALMO RD","ALMO","Cassia","Underground Storage Tanks","42.09623","-113.63304","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"2507","2011BAZ248","ALPINE COUNTRY STORE & RV","17400 N HWY 95","HAYDEN","Kootenai","Underground Storage Tanks","47.82997","-116.7785","Underground Storage Tanks","","Underground Storage Tanks"
"13826","2011BAZ252","ALPINE MOTOR CO","476749 HWY 95 N (3230 HWY 95 N)","PONDERAY","Bonner","Underground Storage Tanks","48.304","-116.545","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"7934","2011BAZ253","ALPINE STORE-ROBERT OST","1051 US HWY 95","INDIAN VALLEY","Adams","Underground Storage Tanks","44.59677","-116.48281","Underground Storage Tanks","","Underground Storage Tanks"
"2509","2011BAZ256","ALS CAR CARE","8444 W FAIRVIEW AVE","BOISE","Ada","Underground Storage Tanks","43.62015","-116.28729","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"2510","2011BAZ258","ALS CHEVRON","217 S IDAHO ST","WENDELL","Gooding","Underground Storage Tanks","42.77333","-114.70361","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7936","2011BAZ259","ALS SINCLAIR","602 SHERMAN AVE","COEUR D ALENE","Kootenai","Underground Storage Tanks","47.67317","-116.77805","Underground Storage Tanks","","Underground Storage Tanks"
"7935","2011BAZ254","ALS  TEXACO","2100 OVERLAND AVE","BURLEY","Cassia","Underground Storage Tanks","42.52679","-113.79374","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"2638","2011BAZ260","ALS TIRES","503 S BROADWAY","BUHL","Twin Falls","Underground Storage Tanks","42.595336","-114.755212","Underground Storage Tanks","","Underground Storage Tanks"
"2511","2011BAZ263","ALUMA GLASS INDUSTRIES INC","16265 STAR RD (previously 2715 N STAR RD)","NAMPA","Canyon","Underground Storage Tanks","43.609","-116.49382","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"7937","2011BAZ264","ALUMAX BLDG PRODUCT","555 E BOEING LN","BOISE","Ada","Underground Storage Tanks","43.56298","-116.17577","Underground Storage Tanks","","Underground Storage Tanks"
"2642","2011BAZ266","ALVIN E KNUDSEN","2700 W 2100 S","ABERDEEN","Bingham","Underground Storage Tanks","42.892697","-112.831306","Underground Storage Tanks","","Underground Storage Tanks"
"2512","2011BAZ267","ALVIN HUNT","1953 HWY 95 S","COCOLALLA","Bonner","Underground Storage Tanks","48.10763","-116.61741","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7898","2011BAZ81","A L WELDING PRODUCTS INC","1705 NW BLVD","COEUR D ALENE","Kootenai","Underground Storage Tanks","47.69119","-116.80097","Underground Storage Tanks","","Underground Storage Tanks"
"7938","2011BAZ272","AMALGAMATED SUGAR CO LLC MINI-CASSIA","50 S 500 W","PAUL","Minidoka","Underground Storage Tanks","42.61078","-113.759823","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"2513","2011BAZ273","AMALGAMATED SUGAR CO LLC MOUNTAIN HOME","1110 S 3RD W (E HWY 30 DRAWER Q)","MOUNTAIN HOME","Elmore","Underground Storage Tanks","43.12189","-115.68952","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"2514","2011BAZ274","AMALGAMATED SUGAR CO LLC NAMPA","138 W KARCHER AVE","NAMPA","Canyon","Underground Storage Tanks","43.606074","-116.574457","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"2515","2011BAZ275","AMALGAMATED SUGAR CO LLC TWIN FALLS","2320 ORCHARD DR E (3700 N 3100 E)","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.533151","-114.432725","General Remediation, Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"13833","2011BAZ276","AMBASSADOR AUTO SERVICE","115 W 6TH","MOSCOW","Latah","Underground Storage Tanks","46.730063","-117.002025","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"2516","2011BAZ277","AMBASSADOR AUTO SERVICE","525 W 3RD ST","MOSCOW","Latah","Underground Storage Tanks","46.73217","-117.00801","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"2517","2011BAZ278","AMBROSE DISTRIBUTING","110 7TH AVE W","WENDALL","Gooding","Underground Storage Tanks","42.78236","-114.705179","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7939","2011BAZ279","AMCOR","2240 S YELLOWSTONE HWY","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.47751","-112.04962","General Remediation, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"7940","2011BAZ280","AMCOR INC","3839 OVERLAND","BURLEY","Cassia","Underground Storage Tanks","42.50447","-113.79318","Underground Storage Tanks","","Underground Storage Tanks"
"2650","2011BAZ283","AMERICAN BATTERY","702 N MAIN ST","POCATELLO","Bannock","Underground Storage Tanks","42.866919","-112.455702","Underground Storage Tanks","","Underground Storage Tanks"
"7941","2011BAZ284","AMERICAN CAR CARE","102 S 8TH ST","MONTPELIER","Bear Lake","Underground Storage Tanks","42.31746","-111.30653","Underground Storage Tanks","","Underground Storage Tanks"
"7942","2011BAZ286","AMERICAN ELECTRIC","3510 HWY 30 W","POCATELLO","Bannock","Underground Storage Tanks","42.89512","-112.48275","Underground Storage Tanks","","Underground Storage Tanks"
"7943","2011BAZ287","AMERICAN FABRICATION","1300 PANCHERI DR","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.48977","-112.05398","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"2652","2011BAZ288","AMERICAN FALLS","MP 238","AMERICAN FALLS","Power","Underground Storage Tanks","42.795962","-112.850812","Underground Storage Tanks","","Underground Storage Tanks"
"2653","2011BAZ289","AMERICAN FALLS AIRPORT","2681 AIRPORT RD","AMERICAN FALLS","Power","Underground Storage Tanks","42.793649","-112.829551","Underground Storage Tanks","","Underground Storage Tanks"
"2656","2011BAZ292","AMERICAN FALLS READY MIX","100 WHITMAN ST","AMERICAN FALLS","Power","Underground Storage Tanks","42.792880","-112.851361","Underground Storage Tanks","","Underground Storage Tanks"
"2657","2011BAZ293","AMERICAN FALLS RS","S PLEASANT VALLEY RD AND RUSSETT RD","AMERICAN FALLS","Power","Underground Storage Tanks","42.788453","-113.002681","Underground Storage Tanks","","Underground Storage Tanks"
"7944","2011BAZ294","AMERICAN FALLS SCHOOL DIS","827 FORT HALL AVE","AMERICAN FALLS","Power","Underground Storage Tanks","42.77957","-112.85766","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"2659","2011BAZ296","AMERICAN FALLS SHOP","139 VAN BUREN ST (PO BOX 513)","AMERICAN FALLS","Power","Underground Storage Tanks","42.786698","-112.855090","Underground Storage Tanks","","Underground Storage Tanks"
"2519","2011BAZ302","AMERICAN PAVING","357 E AMITY","MERIDIAN","Ada","Underground Storage Tanks","43.56067","-116.38899","Underground Storage Tanks","","Underground Storage Tanks"
"6094","2011BAZ1165","AMERICAN PETROLEUM ENVIRONMENTAL SERVICES INC ENTERPRISE","4663 S ENTERPRISE ST","BOISE","Ada","Underground Storage Tanks","43.55992","-116.19986","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"2520","2011BAZ303","AMERICAN PETROLEUM INC","122 SIMPLOT","CALDWELL","Canyon","Underground Storage Tanks","43.67003","-116.69997","Underground Storage Tanks","","Underground Storage Tanks"
"7945","2011BAZ304","AMERICAN PLUMBING CO.","2425 ROLLANDET","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.47641","-112.04317","Underground Storage Tanks","","Underground Storage Tanks"
"7946","2011BAZ305","AMERICAN RED CROSS","5380 FRANKLIN RD","BOISE","Ada","Underground Storage Tanks","43.60314","-116.24819","Underground Storage Tanks","","Underground Storage Tanks"
"4129","2011BAZ3787","AMERIMART","7035 W SELTICE WAY","POST FALLS","Kootenai","Underground Storage Tanks","47.703645","-117.039965","not specified","","Underground Storage Tanks"
"6453","2011BAZ2408","AMERIPRIDE SERVICES INC POCATELLO","538 PERSHING AVE","POCATELLO","Bannock","Underground Storage Tanks","42.88496","-112.449973","RCRA Hazardous Waste Site, Underground Storage Tanks, Voluntary Cleanup Program","","Underground Storage Tanks"
"7947","2011BAZ309","AMMEX TAX & DUTY FREE SHOP","HWY 95","EASTPORT","Boundary","Underground Storage Tanks","49.00028","-116.18106","Underground Storage Tanks","","Underground Storage Tanks"
"2521","2011BAZ311","AMMON SPEEDI MART","3490 E SUNNYSIDE RD","AMMON","Bonneville","Underground Storage Tanks","43.46718","-111.96456","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7948","2011BAZ310","AMMON XPRESS","1716 AMMON RD","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.51154","-111.9636","Underground Storage Tanks","","Underground Storage Tanks"
"2523","2011BAZ317","ANCHOR GAS & BOAT STORAGE","775 GARFIELD BAY RD","SAGLE","Bonner","Underground Storage Tanks","48.19029","-116.44586","Underground Storage Tanks","","Underground Storage Tanks"
"2524","2011BAZ320","ANDERSON CAMP","1188 E 990 S","EDEN","Jerome","Underground Storage Tanks","42.57729","-114.28971","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7949","2011BAZ321","ANDERSON FOUNDRY","116 E 39TH ST","GARDEN CITY","Ada","Underground Storage Tanks","43.62849","-116.24507","Underground Storage Tanks","","Underground Storage Tanks"
"2525","2011BAZ322","ANDERSON OIL INC","HWY 95 & 55","NEW MEADOWS","Adams","Underground Storage Tanks","44.97094","-116.28074","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"7950","2011BAZ324","ANDERSON PRODUCERS INC","1082 CRANE CREEK RD","POTLATCH","Latah","Underground Storage Tanks","46.94447","-116.8758","Underground Storage Tanks","","Underground Storage Tanks"
"2526","2011BAZ325","ANDERSON RANCH DAM","STAR RT","MOUNTAIN HOME","Elmore","Underground Storage Tanks","43.35726","-115.44904","Leaking Underground Storage Tanks, Underground Storage Tanks","","Underground Storage Tanks"
"2678","2011BAZ329","ANDERSONS INC","531 S 2ND AVE","POCATELLO","Bannock","Underground Storage Tanks","42.861194","-112.442866","Underground Storage Tanks","","Underground Storage Tanks"
"2527","2011BAZ330","ANDREASONS STORE & CAFE","MAIN ST HOWE-BUTTE CO RD","HOWE","Butte","Underground Storage Tanks","43.78397","-113.00468","Underground Storage Tanks","","Underground Storage Tanks"
"7951","2011BAZ331","ANDREW WELL DRILLING","1268 E 17TH ST","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.48225","-112.00941","Underground Storage Tanks","","Underground Storage Tanks"
"7952","2011BAZ332","ANDY & BOBS MOTOR CO","415 BROADWAY AVE S","BUHL","Twin Falls","Underground Storage Tanks","42.59608","-114.75624","Underground Storage Tanks","","Underground Storage Tanks"
"2528","2011BAZ333","ANDY DAVIS EVERGREEN 66","40 N MAIN","VICTOR","Teton","Underground Storage Tanks","43.60337","-111.11115","Underground Storage Tanks","","Underground Storage Tanks"
"7763","2011BAZ7248","ANIMAL HEALTH INTERNATIONAL INC TF","203 4TH AVE W","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.554735","-114.474598","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"2529","2011BAZ334","ANIS BISHARA","605 E CENTER ST","POCATELLO","Bannock","Underground Storage Tanks","42.86646","-112.44321","Underground Storage Tanks","","Underground Storage Tanks"
"2530","2011BAZ336","ANR FREIGHT","110 W MYRTLE ST","BOISE","Ada","Underground Storage Tanks","43.60898","-116.19852","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"13857","2011BAZ338","ANR FREIGHT SYSTEM","560 FAIRFIELD ST W","TWIN FALLS","Twin Falls","Underground Storage Tanks","42.55486","-114.477436","Leaking Underground Storage Tanks, Underground Storage Tanks","yes","Underground Storage Tanks"
"2518","2011BAZ337","ANR FREIGHT SYSTEM","1545 W SUNNYSIDE RD","IDAHO FALLS","Bonneville","Underground Storage Tanks","43.46724","-112.05966","Underground Storage Tanks","","Underground Storage Tanks"
"8534","2011BAZ2358","ANR FREIGHT SYSTEM INC","2055 GARRETT WAY","POCATELLO","Bannock","Underground Storage Tanks","42.879078","-112.462996","Leaking Underground Storage Tanks, RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"112802","2015BAZ57","ANR FREIGHT SYSTEM INC","HWY 3","MOSCOW","Latah","Underground Storage Tanks","0","0","Underground Storage Tanks","","Underground Storage Tanks"
"7953","2011BAZ339","ANTHONY GARDNER","620 S BRIDGE ST","ST ANTHONY","Fremont","Underground Storage Tanks","43.96","-111.6824","Underground Storage Tanks","","Underground Storage Tanks"
"2532","2011BAZ340","ANTHONY SCARPELLI","HC 66  BOX 445","ISLAND PARK","Fremont","Underground Storage Tanks","44.36655","-111.40094","Underground Storage Tanks","","Underground Storage Tanks"
"2681","2011BAZ342","APACHE RIVER LLC DBA DOUBLE L","2698 LAKEVIEW RD","AMERICAN FALLS","Power","Underground Storage Tanks","42.805947","-112.803942","RCRA Hazardous Waste Site, Underground Storage Tanks","","Underground Storage Tanks"
"7954","2011BAZ344","APPLEWAY FIRESTONE","APPLE & GOVT WY","COEUR D ALENE","Kootenai","Underground Storage Tanks","47.7006","-116.78635","Underground Storage Tanks","","Underground Storage Tanks"
