"Site Number","Name","Alias","Address","Town","County","Acres","IC_Controls","Status","Substatus","Status Date","Program","Latitude","Longitude"
"REM00042","BRADFORD MUNICIPAL LANDFILL","BRADFORD DUMP","MIDDLE ROAD","BRADFORD","PENOBSCOT",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/30/2014,"LANDFILL CLOSURE",45.0994,-68.91923
"REM00043","BREWER MUNICIPAL LANDFILL","","WISWELL ROAD","BREWER","PENOBSCOT",18,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1992,"LANDFILL CLOSURE",44.76096,-68.75646
"REM00048","BROOKLIN MUNICIPAL LANDFILL","BROOKLIN TOWN DUMP","OLD COUNTRY ROAD","BROOKLIN","HANCOCK",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1995,"LANDFILL CLOSURE",44.29344,-68.56723
"REM00049","BROOKS MUNICIPAL LANDFILL","","MONROE CENTER ROAD","BROOKS","WALDO",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.55492,-69.0991
"REM00050","BROWNFIELD MUNICIPAL LANDFILL","","1076 PEQUAWKWT TRAIL","BROWNFIELD","OXFORD",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1995,"LANDFILL CLOSURE",43.92225,-70.8604
"REM00054","PLEASANT HILL ROAD LANDFILL","","PLEASANT HILL ROAD","BRUNSWICK","CUMBERLAND",12,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1984,"LANDFILL CLOSURE",43.89191,-70.03135
"REM01197","GRAHAM STATION","","THOMPSON ROAD","VEAZIE","PENOBSCOT",30,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/21/1999,"VRAP",44.82297,-68.70961
"REM00938","RCD PINES","","GRACELAWN AVENUE","AUBURN","ANDROSCOGGIN",68,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/02/2016,"VRAP",44.1273,-70.23303
"REM00694","MAINE ELECTRONICS","","19 SAINT ANNE ST","LISBON","ANDROSCOGGIN",0,"TRUE","","",,"UNCONTROLLED SITES",44.03667,-70.10429
"REM00694","MAINE ELECTRONICS","","19 SAINT ANNE ST","LISBON","ANDROSCOGGIN",0,"TRUE","","",,"RCRA",44.03667,-70.10429
"REM01173","SKOWHEGAN VILLAGE PLAZA","","LAKEWOOD ROAD","SKOWHEGAN","SOMERSET",23,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",11/02/2000,"VRAP",44.78321,-69.72911
"REM00932","CLARK SHOE CO.","","88 UNION STREET","AUBURN","ANDROSCOGGIN",4,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/02/2016,"VRAP",44.10166,-70.22718
"REM01076","RAMSDELLS GARAGE","","24 MAIN STREET","MACHIAS","WASHINGTON",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",11/29/2000,"VRAP",44.71499,-67.45656
"REM01200","ATRIUM HOTEL","","332 MAIN STREET","WATERVILLE","KENNEBEC",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/22/2001,"VRAP",44.56516,-69.63808
"REM01210","SEASIDE COTTAGES","","RICHTOWN ROAD","TREMONT","HANCOCK",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/28/2000,"VRAP",44.24555,-68.37379
"REM01075","BHEC","BANGOR HYDRO ELECTRIC","SALEM & HARWOOD STREETS","MACHIAS","WASHINGTON",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/09/2001,"VRAP",44.70873,-67.46297
"REM01027","A.W. CHAPMAN AND SONS","","54 PRESQUE ISLE STREET","FORT FAIRFIELD","AROOSTOOK",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/13/2000,"VRAP",46.76872,-67.84374
"REM01213","METCO","JOHN DEERE DEALERSHIP","356 COUNTY ROAD","WESTBROOK","CUMBERLAND",4,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/11/2000,"VRAP",43.64798,-70.36608
"REM00953","COLES EXPRESS","","444 PERRY ROAD","BANGOR","PENOBSCOT",7,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/12/2000,"VRAP",44.78287,-68.80724
"REM01178","BOBS BOTTLE WASH","","51 OCEAN STREET","SOUTH PORTLAND","CUMBERLAND",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/29/2000,"VRAP",43.64042,-70.25464
"REM01190","FLETCHER GRANITE","","SUNSET AVENUE","STONINGTON","HANCOCK",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/09/2001,"VRAP",44.1596,-68.67331
"REM01181","CAPT. EDWARD NICHOLS HOUSE","","MADISON ST. @ CUSHING CT.","SOUTH PORTLAND","CUMBERLAND",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/20/1999,"VRAP",43.65089,-70.23347
"REM01021","CHINET (GROUNDWOOD MILL)","","MAIN STREET","FAIRFIELD","SOMERSET",28,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/10/2000,"BROWNFIELDS-128A",44.628,-69.58324
"REM01021","CHINET (GROUNDWOOD MILL)","","MAIN STREET","FAIRFIELD","SOMERSET",28,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/10/2000,"VRAP",44.628,-69.58324
"REM01162","CENTRAL TIRE","","477 MAIN STREET","SANFORD","YORK",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/25/2000,"VRAP",43.41583,-70.7519
"REM01146","LOVLEY AND DOHERTY","","800 NORTH MAIN ST","PRESQUE ISLE","AROOSTOOK",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/22/2016,"VRAP",46.69927,-68.01012
"REM01194","FORMER L.M. BOATBUILDING","","29 WATER STREET","THOMASTON","KNOX",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/09/2000,"VRAP",44.07354,-69.18575
"REM01155","COVE SIDE CONVENIENCE","","849 COMMERCIAL STREET","ROCKPORT","KNOX",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/13/1999,"VRAP",44.14515,-69.08914
"REM01164","SPRINGVALE SQUARE","","177 MAIN STREET","SANFORD","YORK",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/17/1999,"VRAP",43.46531,-70.79636
"REM01014","DANFORTH GULF","","DEPOT STREET","DANFORTH","WASHINGTON",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/11/2000,"VRAP",45.65851,-67.86675
"REM01121","MARINO PROPERTY","","144 FORE STREET","PORTLAND","CUMBERLAND",2,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/24/1999,"VRAP",43.66083,-70.24772
"REM01074","NORTHLAND LOT 8","","ISLAND AVENUE","LONG ISLAND","CUMBERLAND",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/12/2000,"VRAP",43.69244,-70.16026
"REM01015","GOUDY AND STEVENS SOUTH","","SCHOOL ST. (RTE. 96)","BOOTHBAY","LINCOLN",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",11/16/2000,"VRAP",43.86364,-69.58548
"REM00978","APPLICATOR SALES","","629 ELM STREET","BIDDEFORD","YORK",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/12/2000,"VRAP",43.46058,-70.49122
"REM01061","SHEA-NEWSOM","CHRISTYS #300, 7-11","U.S. ROUTE 1","KITTERY","YORK",0,"FALSE","TRANSFERRED TO OTHER DIVISION","OIL",05/05/2016,"VRAP",43.10015,-70.74449
"REM01039","LITTLE FALLS MINI-MART","","688 GRAY ROAD (RTE. 202)","GORHAM","CUMBERLAND",0,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/30/1999,"VRAP",43.7282,-70.42554
"REM01137","WEBBER-KENSINGTON","","93 KENSINGTON AVENUE","PORTLAND","CUMBERLAND",6,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/19/2000,"VRAP",43.67991,-70.25317
"REM01088","M-2 HYDRO FACILITY","","KENNEDY MEMORIAL DR.","OAKLAND","KENNEBEC",33,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/18/2016,"VRAP",44.54837,-69.70959
"REM01127","PLUMBERS AND PIPEFITTERS","","2 EVERGREEN DR.","PORTLAND","CUMBERLAND",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/06/1998,"VRAP",43.70812,-70.31592
"REM01056","KINGFIELD EXXON","","ROUTE 16 & 27","KINGFIELD","FRANKLIN",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/08/2005,"VRAP",44.95897,-70.15462
"REM00985","STACEY'S","","410 WILSON STREET","BREWER","PENOBSCOT",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/08/1998,"VRAP",44.78319,-68.74836
"REM01033","FREEPORT CROSSING","","200 LOWER MAIN STREET","FREEPORT","CUMBERLAND",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/09/2004,"VRAP",43.85699,-70.10359
"REM01195","ELDENS SERVICE","","13 & 15 MAIN STREET","VAN BUREN","AROOSTOOK",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/02/1998,"VRAP",47.15282,-67.93048
"REM01180","C AND D SORTING","","110 DARTMOUTH STREET","SOUTH PORTLAND","CUMBERLAND",18,"FALSE","REMEDY IN PLACE: CLOSED","NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE",02/12/1998,"VRAP",43.62097,-70.2887
"REM01005","NUTRITE CORP.","","47 CARROLL STREET","CARIBOU","AROOSTOOK",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/27/1998,"VRAP",46.86917,-67.99557
"REM00994","THIBEAULT ENERGY","","19 SUMMER STREET","BRUNSWICK","CUMBERLAND",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/29/2007,"VRAP",43.91097,-69.97753
"REM01134","SEROCO","","315 CUMBERLAND/46 ELM","PORTLAND","CUMBERLAND",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/13/1999,"VRAP",43.65876,-70.26083
"REM01212","FORMER WESTBROOK FORESTRY DEPT.","FORMER WESTBROOK PUBLIC WORKS GARAGE","7 STEVENS AVENUE","WESTBROOK","CUMBERLAND",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/24/1999,"VRAP",43.67974,-70.3554
"REM01018","M.A. CLARK","","SPRING STREET","ELLSWORTH","HANCOCK",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/16/1998,"VRAP",44.54635,-68.42125
"REM01118","LINER TERMINAL","","40 COMMERCIAL STREET","PORTLAND","CUMBERLAND",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/06/2016,"VRAP",43.65967,-70.2458
"REM01199","OLD FOX CHEMICAL","","358 LEEDS JUNCTION ROAD","WALES","ANDROSCOGGIN",6,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",05/08/2000,"VRAP",44.20601,-70.07981
"REM01183","OCEAN ST. EXXON","","96 OCEAN STREET","SOUTH PORTLAND","CUMBERLAND",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/31/1999,"VRAP",43.63894,-70.25313
"REM01186","UNION OIL CO.","","116 DARTMOUTH STREET","SOUTH PORTLAND","CUMBERLAND",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/09/1999,"VRAP",43.62039,-70.29227
"REM01175","GENDRON OIL","","6 CHARLES STREET","PARIS","OXFORD",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/20/1999,"VRAP",44.21424,-70.52639
"REM01205","MAINE SMOKE SHOP","CHRISTYS (#340)","126 COLLEGE AVENUE","WATERVILLE","KENNEBEC",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/03/1999,"VRAP",44.56687,-69.62367
"REM01071","LIBERTY VFD","","WEST MAIN STREET","LIBERTY","WALDO",13,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/30/1998,"VRAP",44.40412,-69.32501
"REM01177","A AND M TRANSMISSION","","85 CHAMBERS AVENUE","SOUTH PORTLAND","CUMBERLAND",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/03/2002,"VRAP",43.62462,-70.28352
"REM01132","ROAK'S GREENHOUSE","","963R WASHINGTON AVENUE","PORTLAND","CUMBERLAND",7,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/25/2001,"VRAP",43.68979,-70.27433
"REM01124","MUTUAL OIL CO.","","205 BRIGHTON AVENUE","PORTLAND","CUMBERLAND",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/01/1994,"VRAP",43.66413,-70.28575
"REM00817","LESIFCO, INC.","","61 EMERY STREET","SANFORD","YORK",12,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/19/1995,"VRAP",43.43876,-70.76916
"REM01141","PEAKS ISLAND MGP","","ISLAND AVE & CITY PNT RD","PORTLAND","CUMBERLAND",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/26/2002,"VRAP",43.66283,-70.19653
"REM01143","AROOSTOOK RR CO. ENGINE HOUSE","","25 DYER STREET","PRESQUE ISLE","AROOSTOOK",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/21/1998,"VRAP",46.68436,-68.01753
"REM00571","KEUFFEL AND ESSER COMPANY","","WATER STREET","KENNEBUNK","YORK",7,"TRUE","INVESTIGATION STAGE","ONGOING",09/17/2014,"BROWNFIELDS-128A",43.38206,-70.53929
"REM00571","KEUFFEL AND ESSER COMPANY","","WATER STREET","KENNEBUNK","YORK",7,"TRUE","INVESTIGATION STAGE","ONGOING",09/17/2014,"VRAP",43.38206,-70.53929
"REM01070","THIBODEAU TRANSMISSION","","218 RIVER ROAD","LEWISTON","ANDROSCOGGIN",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/09/2002,"VRAP",44.06063,-70.19692
"REM01094","PEMBROKE TANK FARM","","HERSEY NECK ROAD","PEMBROKE","WASHINGTON",7,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/03/1998,"VRAP",44.92498,-67.12692
"REM00699","STEVEN'S GARAGE","","U.S. ROUTE 1","LITTLETON","AROOSTOOK",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/26/2008,"UNCONTROLLED SITES",46.24136,-67.84045
"REM00699","STEVEN'S GARAGE","","U.S. ROUTE 1","LITTLETON","AROOSTOOK",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/26/2008,"VRAP",46.24136,-67.84045
"REM01001","SEABRIGHT WOVEN FELT","","18 MT. BATTIE STREET","CAMDEN","KNOX",6,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/16/1996,"VRAP",44.22297,-69.08057
"REM01147","MITCHELL TRUCKING COMPANY","","DAVIS & CARMICHAEL ST.","PRESQUE ISLE","AROOSTOOK",4,"TRUE","REMEDY IN PLACE: CLOSED","NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE",03/11/2015,"VRAP",46.69111,-68.00437
"REM00741","LILY-TULIP","WAREHOUSE COMPLEX","245 NORTH MAIN STREET","OLD TOWN","PENOBSCOT",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/02/1997,"UNCONTROLLED SITES",44.93844,-68.64735
"REM00741","LILY-TULIP","WAREHOUSE COMPLEX","245 NORTH MAIN STREET","OLD TOWN","PENOBSCOT",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/02/1997,"VRAP",44.93844,-68.64735
"REM00741","LILY-TULIP","WAREHOUSE COMPLEX","245 NORTH MAIN STREET","OLD TOWN","PENOBSCOT",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/02/1997,"BROWNFIELDS",44.93844,-68.64735
"REM01128","PORTLAND PUBLIC MARKET","","25 PREBLE STREET","PORTLAND","CUMBERLAND",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/13/1999,"VRAP",43.65821,-70.26042
"REM01052","HALL BULK PLANT","","COBURN AVENUE WEST","JACKMAN","SOMERSET",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/31/1999,"VRAP",45.62198,-70.25263
"REM00977","GOULDS PUMPS","","25 BENTON NECK ROAD (ROUTE 139)","BENTON","KENNEBEC",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/27/1998,"VRAP",44.58672,-69.58326
"REM01221","FOREST PAPER COMPANY","","U.S. ROUTE 1","YARMOUTH","CUMBERLAND",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/23/1998,"VRAP",43.80519,-70.18431
"REM01078","CP SIDING","MATTAWAMKEAG RAIL YARD","DEPOT STREET","MATTAWAMKEAG","PENOBSCOT",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/05/2001,"VRAP",45.51653,-68.35167
"REM00959","LOCAL YOKEL","","687 HOGAN ROAD","BANGOR","PENOBSCOT",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/13/2003,"VRAP",44.83764,-68.74244
"REM01139","WHOLE GROCER","","118 CONGRESS STREET","PORTLAND","CUMBERLAND",0,"FALSE","REMEDY IN PLACE: CLOSED","NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE",08/28/1998,"VRAP",43.66601,-70.24748
"REM01098","VALLEY GRAPHICS","","4 NORTH MAIN STREET","PITTSFIELD","SOMERSET",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/09/1998,"VRAP",44.78473,-69.38121
"REM01179","BROADWAY INDUSTRIES","","2066 WEST BROADWAY","SOUTH PORTLAND","CUMBERLAND",3,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/30/1998,"VRAP",43.62637,-70.32043
"REM01069","SSA","SABATTUS STREET RITE AID","420-436 SABATTUS STREET","LEWISTON","ANDROSCOGGIN",0,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/17/1998,"VRAP",44.10153,-70.19428
"REM00952","BUILDING 403","","1010 UNION STREET","BANGOR","PENOBSCOT",10,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/09/1998,"VRAP",44.81563,-68.80814
"REM01060","SEAWARD CONSTRUCTION","","58 BADGER ISLAND","KITTERY","YORK",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/14/1994,"VRAP",43.08242,-70.75497
"REM01019","NICOLIN GENERAL STORE","","ROUTE 1A","ELLSWORTH","HANCOCK",2,"FALSE","REMEDY IN PLACE: CLOSED","NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE",08/03/1998,"VRAP",44.24555,-68.37379
"REM01093","CAMP POWHATAN","SEEDS OF PEACE","183 POWHATAN ROAD","OTISFIELD","OXFORD",30,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/28/1997,"VRAP",44.05985,-70.53108
"REM00987","BRIDGTON KNITTING MILL","","U.S. ROUTE 302","BRIDGTON","CUMBERLAND",70,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/17/1999,"VRAP",44.04291,-70.69927
"REM01016","BILL'S AUTOMOTIVE SERVICES","","302 ROUTE 236","ELIOT","YORK",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/25/1999,"VRAP",43.16504,-70.80471
"REM00991","CRESSEY MOTORS","","148 PLEASANT STREET","BRUNSWICK","CUMBERLAND",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",05/21/1999,"VRAP",43.91278,-69.9857
"REM01013","CENTRAL STREET RAILYARD","","CENTRAL STREET","DANFORTH","WASHINGTON",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/29/2002,"VRAP",45.65703,-67.86718
"REM00055","BUCKFIELD MUNICIPAL LANDFILL","","ROUTE 140","BUCKFIELD","OXFORD",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1984,"LANDFILL CLOSURE",44.31057,-70.3607
"REM00057","BUCKSPORT MUNICIPAL LANDFILL","BUCKSPORT DUMP","CENTRAL STREET","BUCKSPORT","HANCOCK",9,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1993,"LANDFILL CLOSURE",44.59641,-68.76847
"REM01506","BURNHAM MUNICIPAL LANDFILL","","HORSEBACK ROAD","BURNHAM","WALDO",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1982,"LANDFILL CLOSURE",44.70025,-69.36351
"REM00062","CALAIS MUNICIPAL LANDFILL","CALAIS CITY DUMP","SOUTH STREET","CALAIS","WASHINGTON",15,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1995,"LANDFILL CLOSURE",45.16887,-67.27323
"REM00064","CAMBRIDGE MUNICIPAL LANDFILL","CAMBRIDGE DUMP","ROUTE 150","CAMBRIDGE","SOMERSET",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",45.03488,-69.46914
"REM00068","CAPE ELIZABETH MUNICIPAL LANDFILL","","DENNISON DRIVE","CAPE ELIZABETH","CUMBERLAND",8,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1996,"LANDFILL CLOSURE",43.58784,-70.24125
"REM00070","CARIBOU MUNICIPAL LANDFILL","","OGREN ROAD/OLD DUMP ROAD","CARIBOU","AROOSTOOK",11,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1993,"LANDFILL CLOSURE",46.90866,-68.04558
"REM00075","CHARLOTTE MUNICIPAL LANDFILL","CHARLOTTE DUMP","SMITH RIDGE ROAD","CHARLOTTE","WASHINGTON",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1993,"LANDFILL CLOSURE",45.00089,-67.28526
"REM00076","CHELSEA MUNICIPAL LANDFILL","CHELSEA DUMP","SEARLS MILL ROAD","CHELSEA","KENNEBEC",5,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1997,"LANDFILL CLOSURE",44.24343,-69.70509
"REM00077","CHERRYFIELD MUNICIPAL LANDFILL","CHERRYFIELD DUMP","ROUTE 193/BEDDINGTON ROAD","CHERRYFIELD","WASHINGTON",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1994,"LANDFILL CLOSURE",44.66099,-67.94804
"REM00078","CHESTER MUNICIPAL LANDFILL","CHESTER DUMP","KEENE ROAD","CHESTER","PENOBSCOT",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1993,"LANDFILL CLOSURE",45.4052,-68.52318
"REM00079","CHESTERVILLE MUNICIPAL LANDFILL","","RIDGE ROAD","CHESTERVILLE","FRANKLIN",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1998,"LANDFILL CLOSURE",44.54342,-70.07668
"REM00082","CLINTON MUNICIPAL LANDFILL","","ROUTE 100/11","CLINTON","KENNEBEC",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1983,"LANDFILL CLOSURE",44.62656,-69.50844
"REM00088","CORINNA MUNICIPAL LANDFILL","","PHINNEY ROAD","CORINNA","PENOBSCOT",5,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/30/2014,"LANDFILL CLOSURE",44.97711,-69.2266
"REM00094","CUTLER MUNICIPAL LANDFILL","CUTLER DUMP","ROUTE 191","CUTLER","WASHINGTON",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/31/1997,"LANDFILL CLOSURE",44.68568,-67.17923
