Report Submission Source,Report Number,Multiple Rows per Incident,Report Type,Date of Incident,Time of Incident,NRC Number,Federal DOT Agency Name,Federal DOT Report Number,Incident City,Incident County,Incident State,Incident Postal Code,Incident Non-US State,Incident Country,Incident Route,Mode of Transportation,Transportation Phase,Carrier/Reporter Name,Carrier/Reporter Street Name,Carrier/Reporter City,Carrier/Reporter State,Carrier/Reporter Postal Code,Carrier/Reporter Non-US State,Carrier/Reporter FED DOT ID,Carrier/Reporter HAZMAT Reg ID,Carrier/Reporter Country,Shipper Name,Shipper Street Name,Shipper City,Shipper State,Shipper Postal Code,Shipper Non-US State,Shipper Country,Shipper Waybill/Shipping Paper,Shipper HAZMAT Registration ID,Origin City,Origin State,Origin Postal Code,Origin Non-US State,Origin Country,Destination City,Destination State,Destination Postal Code,Destination Non-US State,Destination Country,Commodity Short Name,Commodity Long Name,Technical/Trade Name,Identification Number,Hazardous Class Code,Hazardous Class,Packing Group,Quantity Released,Unit of Measure,HAZMAT Waste Indicator,HAZMAT Waste EPA Number,HMIS Toxic by Inhalation Ind,TIH Hazard Zone,Material Shipment Approval Ind,Material Shipment Approval Nbr,Undeclared HAZMAT Shipment Ind,Packaging Type,What Failed Code,What Failed Description,How Failed Code,How Failed Description,Failure Cause Code,Failure Cause Description,Identification Markings,Cont1 Packaging Type,Cont1 Material of Construction,Cont1 Head Type,Cont1 Package Capacity,Cont1 Package Capacity UOM,Cont1 Package Amount,Cont1 Package Amount UOM,Cont1 Pkg Number in Shipment,Cont1 Pkg Shipment Nbr Failed,Cont1 Package Manufacturer,Cont1 Pkg Manufacturer Date,Cont1 Package Serial Number,Cont1 Package Last Test Date,Cont1 Test Material Of Const,Cont1 Pkg Dsign Pressure Rpted,Cont1 Dsign Pressure UOM Rpted,Cont1 Pkg Shell Thickness Rptd,Cont1 Shell Thickness UOM Rptd,Cont1 Head Thickness Reported,Cont1 Head Thickness UOM Rpted,Cont1 Pkg Srvc Pressure Rpted,Cont1 Srvc Pressure UOM Rpted,Cont1 Valve or Device Fail Ind,Cont1 Valve or Device Type,Cont1 Val Device Manufacturer,Cont1 Valve or Device Model,Cont2 Package Type,Cont2 Material of Construction,Cont2 Package Capacity,Cont2 Capacity UOM Reported,Cont2 Package Amount,Cont2 Package Amount UOM,Cont2 Pkg Number in Shipment,Cont2 Pkg Shipment Nbr Failed,RAM Package Category,RAM Package Certification,RAM Package Certification Nbr,RAM Nuclide(s) Present,RAM Transport Index,RAM UOM,RAM Activity Rpted,RAM UOM Rpted,RAM Activity,RAM Activity UOM,RAM Material Safety Index,Spillage (Result) Ind,Fire (Result) Ind,Explosion (Result) Ind,Water Sewer (Result) Ind,Gas Dispersion (Result) Ind,Environmental Damage (Result),No Release (Result) Ind,Fire/EMS Report Ind,Fire EMS/EMS Report Nbr,Police Report Ind,Police Report Nbr,In-House Cleanup Ind,Other Cleanup Ind,Damage More Than 500,Material Loss,Carrier Damage,Property Damage,Response Cost,Remediation Cleanup Cost,Damage Other (Old Form),Total Amount of Damages,HAZMAT Fatality Indicator,HAZMAT Fatalities Employees,HAZMAT Fatalities Responders,HAZMAT Fatality General Public,Total Hazmat Fatalities,Non_HAZMAT Fatality Indicator,Non-HAZMAT Fatalities,HAZMAT Injury Indicator,HAZMAT Hospitalized Employees,HAZMAT Hospitalized Responders,HAZMAT Hospitalized Gen Public,HAZMAT Hospitalized (Old Form),Total Hazmat Hosp Injuries,HAZMAT NonHosp Employees,HAZMAT NonHosp Responders,HAZMAT NonHosp General Public,HAZMAT NonHosp (Old Form),Total Hazmat NonHosp Injuries,Total Hazmat Injuries,Evacuation Indicator,Public Evacuated,Employees Evacuated,Total Evacuated,Total Evacuation Hours,Major Artery Closed,Major Artery Hours Closed,Material Involved in Accident,Estimated Speed,Weather Conditions,Vehicle Overturn,Vehicle Left Roadway/Track,Passenger Aircraft Indicator,Cargo Passenger Baggage Ind,Incident Occurrence,Shipphase Non-Transported Ind,Shipphase Air First Flight Ind,Shipphase Air SubFlight Ind,Shipphase Init Transport Ind,Shipphase Transfer Indicator,Contact Name,Contact Title,Contact Business Name,Contact Street,Contact City,Contact State,Contact Postal Code,Contact Non-US State,Contact Country,Preparer of Incident Report,Description of Events,Recommendations/Actions Taken,HMIS Serious Incident Ind,HMIS Serious Fatality,HMIS Serious Injury,HMIS Serious Flight Plan,HMIS Serious Evacuations,HMIS Serious Major Artery,HMIS Serious Bulk Release,HMIS Serious Marine Pollutant,HMIS Serious Radioactive,HMIS General Package Type,HMIS Container Code,HMIS Container Description,HMIS Bulk Incident Indicator,Undeclared Shipment
Paper,I-2006070166,Yes,A hazardous material incident,06/22/2006,0120,,,,WILMINGTON,CLINTON,OH,45177,,US,145 HUNTER DRIVE,Air,IN TRANSIT STORAGE,ABX AIR  INC.,145 HUNTER DR,WILMINGTON,,45177,OH,392830,060206550095OQ,UNITED STATES,BLESSEY MARINE SERVICE  INC.,1515 RIVER OAKS RD E,HARAHAN,,70123,LA,UNITED STATES,16664644253,,HARAHAN,LOUISIANA,70123,,US,HENNEPIN,ILLINOIS,61327,,US,PAINT INCLUDING PAINT  L,PAINT INCLUDING PAINT  LACQUER  ENAMEL  STAIN  SHELLAC SOLUTIONS  VARNISH  POLISH  LIQUID FILLER AND LIQUID LACQUER BASE,,UN1263,3,FLAMMABLE - COMBUSTIBLE LIQUID,,0.50,LGA,No,,No,,No,,No,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),308,Leaked,517,Improper Preparation for Transportation,,Box,Fiberboard,,8.1250,LGA,0,,1,0,ACTION BOX COMPANY,,,,,,,,,,,,,No,,,,Can,Metal (any type),1,LGA,1,LGA,2,1,,FALSE,,,,,,,0,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,SORT CENTER,No,Yes,No,No,Yes,THERESA ANTHONY,HAZARDOUS MATERIALS SPECIALIST,DHL EXPRESS,145 HUNTER DRIVE,WILMINGTON,OH,45177,,US,Carrier,FILE -06-356 DOT  SHIPPER- BLESSEY MARINE SERVICES  INC.  AWB# MSY 16664985551 MLI    ON 6/22/2006 AT 0120  A LEAKING SHIPMENT WAS REPORTED IN  F  BUILDING OF OUR MAIN FACILITY  LOCATED AT 145 HUNTER DRIVE  WILMINGTON  OH 45177.  SPILL TECHNICIANS NICHOLAS RHODES AND MICHELLE EICHER DONNED PROPER PERSONAL PROTECTIVE EQUIPMENT AND RESPONDED. UPON ARRIVAL  THEY FOUND A LAB PACK WITH VISIBLE SIGNS OF LEAKAGE ON THE OUTSIDE OF THE PACKAGE.  THEY REMOVED THE PACKAGE FROM THE AREA AND BEGAN THEIR INVESTIGATION. UPON THIS INVESTIGATION  THEY FOUND THIS PACKAGE TO CONTAIN 2 X 1 GALLON METAL CANS OF PAINT.  DUE TO NO POSITIVE MEANS OF CLOSURE  .5 GALLONS OF THE PRODUCT WAS LOST.  THIS SHIPMENT ARRIVED INTO WILMINGTON VIA FLIGHT #107 N783DH.      CLEAR OF SCENE AT 0530.    THERE ARE PICTURES ON FILE AT THE HAZMAT OFFICE IN WILMINGTON  OHIO.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-1997100042,No,A hazardous material incident,08/02/1997,0145,,,,WILMINGTON,CLINTON,OH,,,US,145 HUNTER DRIVE,Air,IN TRANSIT,CLOSING AIRBORNE EXPRESS,145 HUNTER DR STE 3,WILMINGTON,,45177,OH,0,,UNITED STATES,ACROS ORGANICS,755 STATE HWY RTE 202,SOMERVILLE,,08876,NJ,UNITED STATES,EDS6603506560DVX,,SOMERVILLE,NEW JERSEY,08876,,US,STEAMBOAT SPRINGS,COLORADO,80487,,US,DIETHYLENETRIAMINE,DIETHYLENETRIAMINE,HARDENER,UN2079,8,CORROSIVE MATERIAL,,0.50,LGA,No,,No,,No,,Yes,Non-Bulk,103,Basic Material,304,Cracked,519,Inadequate Blocking and Bracing,,,,,2,LGA,,,1,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,0.25,LGA,,,4,2,,FALSE,,,,,,,,,,Yes,No,No,No,Yes,No,No,No,,No,,No,No,No,0,0,0,0,75,0,75,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,MICHAEL A FRYE,HAZMAT COORDINATOR,,,,,,,US,,ON 8-2-97 SORT SUPERVISOR  JOHNS SPRIGGS REPORTED A SHIPMENT LEAKING AND EMITTING AN ODOR AT THE MAIN SORT FACILITY OF ABX AIR  INC.  HAZARDOUS MATERIALS TECHNICIAN  MARTIN CLINE RESPONDED.  UPON ARRIVAL ON THE SCENE TECHNICIAN CLINE DONNED AN ORGANIC VAPOR CARTRIDGE RESPIRATOR TO INVESTIGATE THE FIBERBOARD BOX.  INSIDE WERE 4  GLASS RECEPTACLES WITH SCREW TYPE CLOSURES.  TWO OF GLASS RECEPTACLES WERE SHATTERED. THERE WAS NO CUSHIONING MATERIAL USED BETWEEN THESE RECEPTALCES. THE MARKINGS ON THE LABEL OF THE GLASS RECEPTACLE STATED  DIETHYENETRIAMINE .  THERE WERE NO OUTER MARKINGS  LABELS OR PROPER CERTIFICATION ACCOMPANYING THIS SHIPMENT TO INDICATE ITS CONTENTS WERE REGULATED AS HAZARDOUS MATERIALS.  THIS SHIPMENT IS A THE HAZ MAT SORT IN THE SECURITY CAGE  UNDER LOCK AND KEY PENDING INVESTIGATION BY THE FAA.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,Yes
Paper,I-2006010931,No,A hazardous material incident,01/05/2006,1245,,,,WEST SPRINGFIELD,HAMPDEN,MA,01089,,US,120 WAYSIDE AVENUE,Highway,IN TRANSIT,UNITED PARCEL SERVICE OF AMERICA  INC.,55 GLENLAKE PKWY,ATLANTA,,30328,GA,0,,UNITED STATES,FISHER SCIENTIFIC COMPANY L.L.C.,325 BOWLES RD,AGAWAM,,01001,MA,UNITED STATES,,,AGAWAM,MASSACHUSETTS,01001,,US,CARLISLE,PENNSYLVANIA,17013,,US,ETHANOL SOLUTIONS,ETHANOL SOLUTIONS,,UN1170,3,FLAMMABLE - COMBUSTIBLE LIQUID,II,0.007812,LGA,No,,No,,No,,No,Non-Bulk,109; 109,Closure (e.g.  Cap  Top  or Plug); Closure (e.g.  Cap  Top  or Plug),308; 308,Leaked; Leaked,; ,; ,NO MARKINGS GIVEN,Box,,,1.056720,LGA,1.056720,LGA,1,1,,,,,,,,,,,,,,No,,,,Bottle,Plastic,1,LLT,1,LLT,4,1,,FALSE,,,,,,,0,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,STEPHANIE BERENGUER,DANGEROUS GOODS SPECIALIST,UNITED PARCEL SERVICE,55 GLENLAKE PKWY,ATLANTA,GA,30328,,US,Carrier,FISHER DOES NOT EXCEPT RETURNED HAZ MATERIALS.  ALL ITEMS RETURNED ARE TO BE DAMAGED OUT THROUGH THE DMP,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX,Box  wood or fiberboard not specified,No,No
Paper,I-1991030158,No,A hazardous material incident,02/18/1991,1232,,,,LENEXA,JOHNSON,KS,,,US,14650 SANTA FE TRAIL DR,Highway,UNLOADING,UNITED PARCEL SERVICE  INC (OH),14650 SANTA FE TRAIL DR,SHAWNEE MISSION,,66215,KS,0,,UNITED STATES,BRUNING DIV ADDRESSO-MULTIGRPH,1800 BRUNING DR W,ITASCA,,60143,IL,UNITED STATES,655-404,,ITASCA,ILLINOIS,60143,,US,MARYVILLE,MISSOURI,64468,,US,AMMONIA SOLUTION  RELATI,AMMONIA SOLUTION  RELATIVE DENSITY BETWEEN 0.880 AND 0.957 AT 15 DEGREES C IN WATER  WITH MORE THAN 10 PERCENT BUT NOT MORE THAN 35 PERCENT AMMONIA,AQUA AMMONIA 2 1/2%,UN2672,8,CORROSIVE MATERIAL,,0.50,LGA,No,,No,,No,,No,Non-Bulk,,,,,508,Defective Component or Device,,,,,6,LGA,,,1,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,1,LGA,,,6,3,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,GLORIA STANLEY,,,,,,,,US,,THE PACKAGE WAS BEING UNLOADED WITH IT WAS DISCOVERED TO BE LEAKING AND BOX WAS WET.  IT WAS THEN REMOVED AND BROUGHT TO SERVICE CONTROL FOR REPAIRING.  THE REMAINING OF THE 3 BOTTLES WERE REBOTTLED AND REPACKAGED. WE THEN RTS.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,12B,Boxes,No,No
XML,X-2007040150,No,A hazardous material incident,04/05/2007,1200,,,,CAROL STREAM,DU PAGE,IL,60188,,US,205 DELLA CT,Highway,UNLOADING,FEDEX GROUND PACKAGE SYSTEM  INC.,1000 FED EX DR,CORAOPOLIS,,15108,PA,265752,062904001002M,UNITED STATES,AMES SUPPLY COMPANY,1900 RAVINIA PL,ORLAND PARK,,60462,IL,UNITED STATES,27917070426548,,LISLE,ILLINOIS,60532,,US,OAK BROOK,ILLINOIS,60523,,US,ISOPROPYL ALCOHOL,ISOPROPYL ALCOHOL,NONE,UN1219,3,FLAMMABLE - COMBUSTIBLE LIQUID,,0.264180,LGA,No,,No,,No,,No,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),308,Leaked,511,Dropped,4G/Y8.4/S/01,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,Yes,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,MIKE EVERS,SR MANAGER - HAZARDOUS MATERIALS,Fedex Ground Package System  Inc.,1000 Fedex Drive,MOON TOWNSHIP,PA,15108,,US,Carrier,The package was dropped in handling.  Examination of the inner container revealed a ruptured seam which allowed the contents to escape. The leakage was contained.  The undamaged portion of the package was repacked for return to shipper.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,4G,Fiberboard box,No,No
Paper,I-2003020806,No,A hazardous material incident,02/07/2003,0700,,,,SUNNYVALE,SANTA CLARA,CA,,,US,1245 HAMMERWOOD DR,Highway,UNLOADING,UNITED PARCEL SERVICE OF AMERICA  INC.,55 GLENLAKE PKWY,ATLANTA,,30328,GA,0,,UNITED STATES,MCMASTER-CARR SUPPLY COMPANY,600 N COUNTY LINE RD,ELMHURST,,60126,IL,UNITED STATES,,,ELMHURST,ILLINOIS,60126,,US,SANTA CLARA,CALIFORNIA,95054,,US,ISOPROPANOL OR ISOPROPYL,ISOPROPANOL OR ISOPROPYL ALCOHOL,ISOPROPYL ALCOHOL 70,UN1219,3,FLAMMABLE - COMBUSTIBLE LIQUID,,0.023438,LGA,No,,No,,No,,No,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),,,,,,,,,6.25,LGA,,,1,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,5,LGA,,,1,1,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,1,0,0,0,200,0,201,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,LORRIE SEYMORE,SUNNYVALE PRELOAD MANAGER,,,,,,,US,,RESPONDED TO SPILL.  PACKAGE WAS ON ITS SIDE AND PART OF THE CONTENTS WERE LEAKING FROM THE LID.  FOLLOWED THE DECISION TREE AND RESPONSE SHEET FOR FLAMMABLE LIQUID.  I WORE THE PROPER PPE  CONTAINED  SOLIDIFIED  AND PROCESSED THE MATERIAL FOLLOWING THE UPS DISPOSAL PROCEDURES.  MATERIAL WAS PLACED IN A BAG.  COVER WAS NOT SECURE AND CAUSED LEAKAGE.  MGMT SHOULD FOLLOW UP WITH SHIPPER.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-1998040745,No,A hazardous material incident,01/03/1998,0345,,,,LOUISVILLE,JEFFERSON,KY,,,US,911 GRADE LANE,Air,LOADING,UNITED PARCEL SERVICE  INC.,55 GLENLAKE PKWY,ATLANTA,,30328,GA,21800,,UNITED STATES,MADA MEDICAL PRODUCTS  INC,625 WASHINGTON AVE,CARLSTADT,,07072,NJ,UNITED STATES,066-6771Z0666770,,CARLSTADT,NEW JERSEY,07072,,US,ALBANY,GEORGIA,31701,,US,OXYGEN  COMPRESSED,OXYGEN  COMPRESSED,PURE-OX,UN1072,2.2,NONFLAMMABLE COMPRESSED GAS,,1.50,LGA,No,,No,,No,,No,Non-Bulk,103; ,Basic Material; ,; ,; ,508; 508,Defective Component or Device; Defective Component or Device,,,,,18,LGA,,,1,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,1.50,LGA,,,12,1,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,100,0,0,0,100,0,200,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,DENNIS ARNETT,DESIGNATED RESPONDER,,,,,,,US,,DECLARED PACKAGE FOUND IN UPS FACILITY LEAKING.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-1994110394,No,A hazardous material incident,07/20/1994,0445,,,,CERRITOS,LOS ANGELES,CA,,,US,13233 MOORE ST,Highway,UNLOADING,UNITED PARCEL SERVICE  INC.,55 GLENLAKE PKWY,ATLANTA,,30328,GA,21800,,UNITED STATES,WILBUR-ELLIS COMPANY,1819 S ARGONAUT ST,STOCKTON,,95206,CA,UNITED STATES,,,STOCKTON,CALIFORNIA,,,US,SANTA FE SPRINGS,CALIFORNIA,90670,,US,DIMETHYLAMINE SOLUTION,DIMETHYLAMINE SOLUTION,HERBICIDE,UN1160,3,FLAMMABLE - COMBUSTIBLE LIQUID,,0.25,LGA,No,,No,,No,,No,Non-Bulk,,,,,526,Loose Closure  Component  or Device,,,,,5,LGA,,,1,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,5,LGA,,,1,1,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,LUIS CHAVEZ,HUB PERSON,,,,,,,US,,CONTAINED LEAK FROM LOOSE CAPS.  CLEANED AREA UP PER HAZARDOUS MATERIALS PROCEDURES.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-1994111169,No,A hazardous material incident,11/10/1994,0630,,,,BOSTON,SUFFOLK,MA,,,US,LOGAN INTERNATIONAL AIRPORT,Air,LOADING,USAIR,28 LOGAN AIRPORT E,BOSTON,,02128,MA,0,,UNITED STATES,LECIA INC,1901 CONVENTION CTR DR,MIAMI BEACH,,33139,FL,UNITED STATES,037BOS79036241,,MIAMI BEACH,FLORIDA,33139,,US,MIAMI BEACH,FLORIDA,33139,,US,NITROGEN  REFRIGERATED L,NITROGEN  REFRIGERATED LIQUID (CRYOGENIC LIQUID),,UN1977,2.2,NONFLAMMABLE COMPRESSED GAS,,0.031250,LGA,No,,No,,No,,No,Non-Bulk,109,Closure (e.g.  Cap  Top  or Plug),,,526,Loose Closure  Component  or Device,,,,,3.75,LGA,,,1,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,3.75,LGA,,,1,1,,FALSE,,,,,,,,,,Yes,No,No,No,Yes,No,No,No,,No,,No,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,2,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,DALE BLOMKER,SHIFT MGR,,,,,,,US,,RESIDUE FROM SHIPMENT SPILLED OUT OF CONTAINER CAUSING VAPOR CLOUD AS ITEM WAS BEING LOADED. ITEM WAS REMOVED FROM AIRCRAFT AND ISOLATED. SHIPPER WAS NOTIFIED TO CONFIRM SUBSTANCE AND EVENTS THAT HAD TAKEN PLACE. SUBSTANCE WAS CONFIRMED TO RESIDUE OF LIQUID NITROGEN.,,No,No,No,No,Yes,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-1999081991,No,A hazardous material incident,08/12/1999,0300,,,,APOPKA,ORANGE,FL,,,US,254 W KEENE RD,Highway,UNLOADING,BROWNING-FERRIS INDUSTRIES  INC.,254 W KEENE RD,APOPKA,,32703,FL,0,,UNITED STATES,BFI WASTE SYSTEMS OF NORTH AMERICA  INC.,1924 JOY LAKE RD,MORROW,,30260,GA,UNITED STATES,076000011710100A,,LAKE CITY,GEORGIA,30260,,US,APOPKA,FLORIDA,32703,,US,REGULATED MEDICAL WASTE ,REGULATED MEDICAL WASTE  N.O.S. OR CLINICAL WASTE  UNSPECIFIED  N.O.S. OR (BIO) MEDICAL WASTE  N.O.S.  OR BIOMEDICAL WASTE  N.O.S. OR MEDICAL WASTE  N.O.S.,URINE,UN3291,6.2,INFECTIOUS SUBSTANCE (ETIOLOGIC),,0,,No,,No,,No,,No,Non-Bulk,132; ; ,Liner; ; ,305; 305; ,Crushed; Crushed; ,517; 538; 517,Improper Preparation for Transportation; Water Damage; Improper Preparation for Transportation,,,,,30,LGA,,,3,3,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,30,LGA,,,3,3,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,JEAN PARA DIS,DVP,,,,,,,US,,BOXES REPACKED AND PROCESSED. SPILL CLEANED LAKE CITY TRANSPORTATION GIVEN COPY OF THIS FORM.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,4G,Fiberboard box,No,No
Paper,I-2003110651,No,A hazardous material incident,10/22/2003,0439,,,,TOPEKA,SHAWNEE,KS,,,US,1850 SW 42ND ST,Air,UNLOADING,FEDERAL EXPRESS CORPORATION,3670 HACKS CROSS RD G,MEMPHIS,,38125,TN,946522,,UNITED STATES,TERRY'S AUTO SUPPLY INC,400 S DIXIE HWY,HOLLYWOOD,,33020,FL,UNITED STATES,843486597236,,HOLLYWOOD,FLORIDA,33020,,US,TOPEKA,KANSAS,66614,,US,AEROSOLS  FLAMMABLE  (EA,AEROSOLS  FLAMMABLE  (EACH NOT EXCEEDING 1 L CAPACITY),(ACETONE  MEDIUM ALI,UN1950,2.1,FLAMMABLE GAS,,0.044909,LGA,No,,No,,No,,No,Non-Bulk,103; ,Basic Material; ,303; ,Burst or Ruptured; ,526; 508,Loose Closure  Component  or Device; Defective Component or Device,,,,,0.6250,LGA,,,1,1,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,0.093750,LGA,,,6,1,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,VIVIAN MONTGOMERY,SR SAFETY SPEC/DNG GOODS,,,,,,,US,,UN-DECLARED DURING THE SORT THE PACKAGE WAS FOUND DUE TO LEAKAGE AND NOISE. THE CONTAINERS WERE LOOSE INSIDE.  UPON INVESTIGATION 6 AEROSOL CANS OF FLAMMABLE MATERIAL WERE DISCOVERED.  THE SPECIALIST CONTACTED DANGEROUS GOODS ADMINISTRATION WHO CONTACTED THE SHIPPER AND FAA.  PACKAGE IS BEING HELD FOR FAA INVESTIGATION.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
Paper,I-2002050338,No,A hazardous material incident,04/17/2002,0930,,,,BIRMINGHAM,JEFFERSON,AL,,,US,4500 BIRMINGHAM STREET,Highway,IN TRANSIT,AVERITT EXPRESS  INC.,4500 BIRMINGHAM ST,BIRMINGHAM,,35217,AL,0,,UNITED STATES,GOHO ENTERPRISES INC,3351 LAUGHLAN RD,ZELLWOOD,,32798,FL,UNITED STATES,PRO#0691418800,,ZELLWOOD,FLORIDA,32798,,US,ROUND ROCK,TEXAS,78664,,US,COMPOUND  CLEANING  LIQU,COMPOUND  CLEANING  LIQUID (CONTAINING PHOSPHORIC ACID  ACETIC ACID  SODIUM HYDROXIDE OR POTASSIUM HYDROXIDE),HYDROCHLORIC ACID,NA1760,8,CORROSIVE MATERIAL,,6,LGA,No,,No,,No,,No,Non-Bulk,103; 103; ,Basic Material; Basic Material; ,303; 305; 310,Burst or Ruptured; Crushed; Ripped or Torn,517; 519; 517,Improper Preparation for Transportation; Inadequate Blocking and Bracing; Improper Preparation for Transportation,,,,,4,LGA,,,22,6,NOT REPORTED BY CARRIER,,,,,,,,,,,,,No,,,,,,1,LGA,,,88,6,,FALSE,,,,,,,,,,Yes,No,No,No,No,No,No,No,,No,,No,No,No,40,0,0,0,100,0,140,No,0,0,0,0,No,0,No,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,No,0,No,0,,No,No,No,,,No,No,No,No,No,TERESA SCHEBEL,RISK MANAGEMENT,,,,,,,US,,1 PALLET CONTAINING 22 BOXES WEIGHING 1060 LBS WAS STACKED ON TOP OF THIS SHIPMENT.  ALL 22 BOXES ON THIS SHIPMENT WERE TORN AND CRUSHED. 6 PLASTIC JUGS WERE LEAKING. THE 6 LEAKING JUGS WERE PUT IN A RECOVERY DRUM AND SENT TO DESTINATION WITH REMAINDER OF SHIPMENT.,,No,No,No,No,No,No,No,No,No,OHMIR.Ref_Container.descr_txt,BOX FBR,Fiberboard box or carton,No,No
